"geoid_bl","tot_loc","cnt_ms"
"500070023042007",91,"99"
"500070023042008",8,"7"
"500070023042009",9,"9"
"500070023042010",16,"18"
"500070023042011",30,"31"
"500070023042012",66,"70"
"500070023042013",16,"15"
"500070023042014",5,"7"
"500070023042015",65,"75"
"500070023042016",10,"10"
"500070023042017",15,"35"
"500070023042018",8,"8"
"500070024001000",1,"0"
"500070024001001",53,"53"
"500070024001002",16,"15"
"500070024001003",24,"25"
"500070024001004",45,"45"
"500070024001005",61,"61"
"500070024001006",37,"39"
"500070024001007",44,"43"
"500070024001008",NULL,"0"
"500070024002000",72,"81"
"500070024002001",41,"55"
"500070024002002",13,"16"
"500070024002003",27,"33"
"500070024002004",24,"27"
"500070024002005",22,"28"
"500070024002006",10,"11"
"500070024002007",5,"6"
"500070024003000",106,"110"
"500070024003001",22,"24"
"500070024003002",26,"28"
"500070024003003",18,"17"
"500070024003004",28,"33"
"500070024003005",29,"33"
"500070024003006",32,"42"
"500070024003007",35,"38"
"500070024003008",24,"24"
"500070024003009",15,"14"
"500070024003010",NULL,"0"
"500070025011000",32,"33"
"500070025011001",12,"12"
"500070025011002",NULL,"0"
"500070025011003",89,"98"
"500070025011004",58,"70"
"500070025011005",12,"13"
"500070025011006",11,"13"
"500070025011007",2,"2"
"500070025011008",7,"7"
"500070025011009",9,"10"
"500070025011010",25,"20"
"500070025011011",14,"14"
"500070025011012",NULL,"0"
"500070025011013",39,"47"
"500070025011014",NULL,"0"
"500070025011015",19,"20"
"500070025011016",10,"11"
"500070025011017",9,"11"
"500070025011018",7,"9"
"500070025011019",27,"28"
"500070025011020",7,"7"
"500070025011021",NULL,"0"
"500070025011022",NULL,"0"
"500070025011023",14,"15"
"500070025011024",6,"6"
"500070025011025",13,"19"
"500070025011026",11,"14"
"500070025011027",6,"8"
"500070025012000",27,"27"
"500070025012001",22,"24"
"500070025012002",45,"56"
"500070025012003",30,"36"
"500070025012004",20,"24"
"500070025012005",5,"6"
"500070025012006",20,"19"
"500070025012007",10,"11"
"500070025021000",5,"5"
"500070025021001",22,"28"
"500070025021002",NULL,"0"
"500070025021003",NULL,"0"
"500070025021004",7,"8"
"500070025021005",12,"8"
"500070025021006",11,"10"
"500070025021007",2,"1"
"500070025021008",15,"16"
"500070025021009",13,"16"
"500070025021010",NULL,"0"
"500070025021011",NULL,"0"
"500070025021012",NULL,"0"
"500070025021013",NULL,"0"
"500070025021014",NULL,"0"
"500070025021015",NULL,"0"
"500070025021016",NULL,"0"
"500070025021017",NULL,"0"
"500070025022000",1,"2"
"500070025022001",4,"4"
"500070025022002",20,"24"
"500070025022003",NULL,"1"
"500070025022004",NULL,"0"
"500070025022005",23,"23"
"500070025022006",NULL,"0"
"500070025022007",23,"25"
"500070025022008",1,"2"
"500070025022009",1,"0"
"500070025022010",8,"6"
"500070025022011",2,"2"
"500070025022012",6,"2"
"500070026011000",9,"4"
"500070026011001",29,"33"
"500070026011002",28,"41"
"500070026011003",52,"60"
"500070026011004",12,"12"
"500070026011005",19,"23"
"500070026011006",28,"30"
"500070026011007",15,"15"
"500070026011008",21,"19"
"500070026011009",23,"23"
"500070026011010",20,"21"
"500070026011011",20,"23"
"500070026011012",40,"44"
"500070026011013",29,"34"
"500070026011014",26,"31"
"500070026012000",107,"108"
"500070026012001",23,"23"
"500070026012002",14,"20"
"500070026012003",14,"18"
"500070026012004",NULL,"0"
"500070026012005",2,"2"
"500070026012006",11,"11"
"500070026012007",16,"18"
"500070026012008",26,"29"
"500070026012009",19,"20"
"500070026012010",12,"13"
"500070026012011",17,"18"
"500070026012012",1,"1"
"500070026012013",12,"14"
"500070026012014",7,"5"
"500070026012015",3,"3"
"500070026013000",NULL,"0"
"500070026013001",150,"164"
"500070026013002",NULL,"0"
"500070026013003",13,"13"
"500070026013004",17,"17"
"500070026013005",NULL,"0"
"500070026013006",NULL,"0"
"500070026013007",56,"53"
"500070026013008",125,"124"
"500070026013009",11,"11"
"500070026013010",26,"26"
"500070026013011",18,"19"
"500070026013012",17,"17"
"500070026013013",72,"80"
"500070026013014",NULL,"0"
"500070026013015",NULL,"0"
"500070026013016",47,"48"
"500070026013017",26,"27"
"500070026013018",13,"13"
"500070026013019",28,"28"
"500070026014000",NULL,"0"
"500070026014001",29,"35"
"500070026014002",160,"159"
"500070026014003",18,"18"
"500070026014004",15,"16"
"500070026014005",28,"31"
"500070026014006",16,"14"
"500070026014007",70,"68"
"500070026014008",21,"22"
"500070026014009",17,"23"
"500070026014010",45,"47"
"500070026014011",39,"40"
"500070026014012",10,"12"
"500070026014013",14,"16"
"500070026014014",7,"8"
"500070026021000",32,"58"
"500070026021001",4,"5"
"500070026021002",33,"42"
"500070026021003",4,"2"
"500070026021004",5,"6"
"500070026021005",11,"11"
"500070026021006",7,"7"
"500070026021007",23,"21"
"500070026021008",10,"12"
"500070026021009",9,"12"
"500070026021010",4,"2"
"500070026021011",18,"19"
"500070026021012",37,"39"
"500070026021013",NULL,"2"
"500070026021014",1,"11"
"500070026021015",NULL,"14"
"500070026021016",NULL,"0"
"500070026022000",41,"42"
"500070026022001",79,"83"
"500070026022002",21,"21"
"500070026022003",9,"10"
"500070026022004",54,"60"
"500070026022005",22,"26"
"500070026022006",23,"27"
"500070026022007",89,"98"
"500070026022008",28,"30"
"500070026022009",3,"3"
"500070026022010",18,"19"
"500070026023000",144,"129"
"500070026023001",35,"36"
"500070026023002",2,"2"
"500070026023003",10,"10"
"500070026023004",21,"12"
"500070026023005",40,"41"
"500070026023006",37,"37"
"500070026023007",6,"5"
"500070026023008",38,"39"
"500070026023009",32,"32"
"500070026023010",44,"41"
"500070026023011",14,"14"
"500070026023012",10,"10"
"500070026023013",54,"56"
"500070026023014",13,"13"
"500070026023015",12,"13"
"500070026023016",9,"8"
"500070026023017",NULL,"0"
"500070026023018",53,"50"
"500070026023019",10,"9"
"500070026023020",36,"37"
"500070026023021",3,"1"
"500070027011000",24,"38"
"500070027011001",3,"3"
"500070027011002",2,"3"
"500070027011003",4,"5"
"500070027011004",NULL,"0"
"500070027011005",22,"32"
"500070027011006",10,"7"
"500070027011007",49,"66"
"500070027011008",12,"15"
"500070027011009",139,"192"
"500070027011010",10,"11"
"500070027011011",NULL,"0"
"500070027011012",7,"6"
"500070027011013",27,"35"
"500070027011014",11,"13"
"500070027011015",15,"25"
"500070027011016",1,"2"
"500070027011017",28,"31"
"500070027011018",NULL,"0"
"500070027011019",29,"37"
"500070027011020",15,"22"
"500070027011021",2,"2"
"500070027011022",1,"2"
"500070027011023",NULL,"0"
"500070027011024",7,"18"
"500070027011025",1,"4"
"500070027011026",3,"5"
"500070027011027",9,"12"
"500070027011028",4,"5"
"500070027011029",13,"16"
"500070027011030",NULL,"0"
"500070027012000",4,"6"
"500070027012001",7,"9"
"500070027012002",20,"29"
"500070027012003",8,"9"
"500070027012004",3,"3"
"500070027012005",5,"6"
"500070027012006",5,"9"
"500070027012007",36,"61"
"500070027012008",42,"48"
"500070027012009",5,"5"
"500070027012010",9,"10"
"500070027012011",13,"12"
"500070027012012",87,"86"
"500070027012013",12,"12"
"500070027012014",13,"18"
"500070027012015",4,"4"
"500070027012016",96,"95"
"500070027012017",8,"8"
"500070027012018",17,"17"
"500070027012019",8,"8"
"500070027012020",2,"1"
"500070027012021",10,"12"
"500070027012022",2,"4"
"500070027012023",4,"6"
"500070027012024",NULL,"3"
"500070027012025",NULL,"6"
"500070027012026",NULL,"0"
"500070027012027",19,"19"
"500070027012028",18,"19"
"500070027012029",8,"8"
"500070027012030",15,"15"
"500070027012031",NULL,"6"
"500070027012032",NULL,"1"
"500070027012033",9,"9"
"500070027012034",NULL,"1"
"500070027012035",NULL,"0"
"500070027012036",2,"2"
"500070027012037",NULL,"0"
"500070027012038",NULL,"0"
"500070027012039",NULL,"0"
"500070027013000",197,"162"
"500070027013001",22,"21"
"500070027013002",6,"6"
"500070027013003",26,"26"
"500070027013004",10,"10"
"500070027013005",20,"19"
"500070027013006",12,"12"
"500070027013007",5,"3"
"500070027013008",14,"15"
"500070027013009",8,"9"
"500070027013010",5,"5"
"500070027013011",50,"53"
"500070027013012",10,"10"
"500070027013013",27,"27"
"500070027013014",13,"13"
"500070027013015",12,"3"
"500070027013016",20,"20"
"500070027013017",NULL,"0"
"500070027013018",30,"30"
"500070027013019",18,"18"
"500070027013020",10,"10"
"500070027013021",7,"8"
"500070027013022",15,"3"
"500070027013023",NULL,"0"
"500070027013024",NULL,"0"
"500070027013025",NULL,"0"
"500070027013026",NULL,"0"
"500070027013027",NULL,"0"
"500070027013028",7,"9"
"500070027013029",NULL,"0"
"500070027013030",NULL,"0"
"500070027013031",2,"2"
"500070027013032",NULL,"0"
"500070027013033",8,"8"
"500070027013034",2,"1"
"500070027014000",150,"172"
"500070027014001",14,"14"
"500070027014002",7,"8"
"500070027014003",5,"5"
"500070027014004",13,"13"
"500070027014005",10,"10"
"500070027014006",29,"30"
"500070027014007",84,"96"
"500070027014008",2,"2"
"500070027014009",4,"3"
"500070027014010",2,"7"
"500070027014011",9,"11"
"500070027021000",22,"38"
"500070027021001",13,"18"
"500070027021002",60,"88"
"500070027021003",2,"5"
"500070027021004",3,"4"
"500070027021005",4,"5"
"500070027021006",134,"166"
"500070027021007",7,"7"
"500070027021008",17,"17"
"500070027021009",3,"3"
"500070027021010",3,"3"
"500070027021011",5,"5"
"500070027021012",3,"3"
"500070027021013",18,"17"
"500070027021014",9,"19"
"500070027021015",34,"35"
"500070027021016",17,"23"
"500070027021017",76,"92"
"500070027021018",7,"10"
"500070027021019",22,"28"
"500070027021020",1,"2"
"500070027021021",NULL,"0"
"500070027021022",7,"10"
"500070027021023",34,"44"
"500070027021024",1,"4"
"500070027021025",9,"13"
"500070027021026",97,"109"
"500070027021027",53,"61"
"500070027021028",4,"4"
"500070027021029",16,"16"
"500070027021030",5,"7"
"500070027021031",4,"5"
"500070027021032",11,"17"
"500070027021033",5,"8"
"500070027021034",64,"73"
"500070027021035",NULL,"0"
"500070027021036",94,"89"
"500070027021037",15,"17"
"500070027021038",34,"43"
"500070027021039",5,"9"
"500070027021040",NULL,"0"
"500070027021041",NULL,"0"
"500070027021042",28,"30"
"500070027022000",6,"9"
"500070027022001",372,"372"
"500070027022002",6,"6"
"500070027022003",NULL,"0"
"500070027022004",23,"24"
"500070027022005",47,"47"
"500070027022006",NULL,"0"
"500070027022007",23,"23"
"500070027022008",NULL,"0"
"500070027022009",54,"55"
"500070027022010",14,"14"
"500070027022011",50,"47"
"500070027022012",18,"18"
"500070027022013",65,"65"
"500070027022014",27,"27"
"500070027022015",27,"34"
"500070027022016",5,"5"
"500070027022017",NULL,"0"
"500070027022018",NULL,"0"
"500070027022019",NULL,"0"
"500070028001000",1,"2"
"500070028001001",35,"30"
"500070028001002",12,"17"
"500070028001003",146,"162"
"500070028001004",13,"13"
"500070028001005",13,"13"
"500070028001006",7,"9"
"500070028001007",7,"7"
"500070028001008",2,"2"
"500070028001009",128,"148"
"500070028001010",6,"7"
"500070028001011",10,"10"
"500070028001012",10,"12"
"500070028001013",30,"41"
"500070028001014",11,"13"
"500070028001015",NULL,"0"
"500070028001016",20,"22"
"500070028001017",5,"5"
"500070028001018",7,"6"
"500070028001019",22,"23"
"500070028002000",NULL,"0"
"500070028002001",13,"14"
"500070028002002",14,"21"
"500070028002003",35,"52"
"500070028002004",43,"46"
"500070028002005",3,"7"
"500070028002006",7,"10"
"500070028002007",67,"81"
"500070028002008",NULL,"0"
"500070028002009",5,"6"
"500070028002010",2,"2"
"500070028002011",3,"4"
"500070028002012",26,"28"
"500070028002013",2,"5"
"500070028002014",1,"2"
"500070028002015",1,"1"
"500070028002016",NULL,"0"
"500070028002017",NULL,"0"
"500070028002018",2,"3"
"500070028002019",31,"41"
"500070028002020",59,"80"
"500070028002021",NULL,"0"
"500070028002022",NULL,"0"
"500070028002023",83,"105"
"500070028002024",6,"5"
"500070028002025",1,"1"
"500070028002026",80,"87"
"500070028002027",2,"2"
"500070028002028",7,"8"
"500070028002029",14,"18"
"500070028002030",47,"53"
"500070028002031",11,"13"
"500070028002032",4,"15"
"500070028002033",16,"17"
"500070028002034",33,"37"
"500070028002035",15,"22"
"500070028002036",9,"13"
"500070028002037",NULL,"0"
"500070028002038",NULL,"0"
"500070028002039",NULL,"0"
"500070028002040",NULL,"0"
"500070028002041",NULL,"0"
"500070028002042",NULL,"0"
"500070028002043",6,"6"
"500070028002044",2,"2"
"500070028002045",19,"31"
"500070028002046",5,"8"
"500070028002047",3,"4"
"500070028002048",8,"7"
"500070028002049",NULL,"1"
"500070028002050",4,"7"
"500070028002051",5,"3"
"500070028002052",2,"1"
"500070028003000",NULL,"0"
"500070028003001",NULL,"6"
"500070028003002",NULL,"15"
"500070028003003",NULL,"2"
"500070028003004",NULL,"0"
"500070028003005",NULL,"0"
"500070028003006",NULL,"10"
"500070028003007",2,"9"
"500070028003008",NULL,"17"
"500070028003009",NULL,"5"
"500070028003010",NULL,"0"
"500070028003011",NULL,"0"
"500070028003012",NULL,"0"
"500070028003013",NULL,"5"
"500070028003014",NULL,"0"
"500070028003015",NULL,"12"
"500070028003016",NULL,"0"
"500070028003017",NULL,"0"
"500070028003018",NULL,"0"
"500070028003019",NULL,"0"
"500070028003020",NULL,"1"
"500070028003021",NULL,"0"
"500070028003022",6,"5"
"500070028004000",85,"102"
"500070028004001",6,"8"
"500070028004002",12,"12"
"500070028004003",1,"3"
"500070028004004",28,"31"
"500070028004005",2,"12"
"500070028004006",21,"18"
"500070028004007",6,"6"
"500070028004008",15,"14"
"500070028004009",1,"2"
"500070028004010",23,"40"
"500070028004011",1,"1"
"500070028004012",39,"55"
"500070028004013",10,"10"
"500070028004014",17,"25"
"500070028004015",9,"9"
"500070028004016",21,"31"
"500070028004017",12,"14"
"500070028004018",68,"76"
"500070028004019",7,"9"
"500070028004020",4,"7"
"500070028004021",9,"13"
"500070028004022",8,"10"
"500070028004023",16,"19"
"500070028004024",20,"19"
"500070028004025",123,"107"
"500070028004026",49,"59"
"500070028004027",5,"12"
"500070028004028",18,"33"
"500070028004029",6,"9"
"500070028004030",13,"18"
"500070028004031",8,"9"
"500070028004032",103,"103"
"500070028004033",5,"6"
"500070028004034",4,"8"
"500070028004035",1,"1"
"500070029001000",2,"3"
"500070029001001",7,"9"
"500070029001002",18,"24"
"500070029001003",3,"4"
"500070029001004",9,"10"
"500070029001005",5,"7"
"500070029001006",7,"12"
"500070029001007",2,"3"
"500070029001008",3,"4"
"500070029001009",36,"51"
"500070029001010",2,"4"
"500070029001011",42,"43"
"500070029001012",2,"2"
"500070029001013",76,"79"
"500070029001014",3,"1"
"500070029001015",60,"81"
"500070029001016",4,"8"
"500070029001017",1,"2"
"500070029001018",NULL,"0"
"500070029001019",21,"31"
"500070029001020",NULL,"0"
"500070029001021",NULL,"0"
"500070029001022",7,"10"
"500070029001023",11,"23"
"500070029001024",4,"6"
"500070029001025",8,"18"
"500070029001026",5,"6"
"500070029001027",4,"6"
"500070029001028",27,"40"
"500070029001029",95,"111"
"500070029001030",7,"9"
"500070029001031",4,"7"
"500070029001032",3,"6"
"500070029001033",18,"23"
"500070029001034",NULL,"0"
"500070029001035",1,"1"
"500070029001036",3,"2"
"500070029001037",9,"17"
"500070029001038",NULL,"0"
"500070029001039",3,"4"
"500070029001040",2,"4"
"500070029001041",7,"7"
"500070029001042",NULL,"0"
"500070029001043",6,"7"
"500070029001044",15,"25"
"500070029001045",13,"22"
"500070029001046",7,"10"
"500070029001047",33,"41"
"500070029001048",3,"5"
"500070029001049",NULL,"0"
"500070029001050",3,"5"
"500070029001051",11,"15"
"500070029001052",12,"20"
"500070029001053",2,"2"
"500070029001054",5,"8"
"500070029001055",6,"4"
"500070029001056",NULL,"0"
"500070029001057",9,"16"
"500070029001058",12,"16"
"500070029001059",3,"3"
"500070029001060",1,"5"
"500070029001061",11,"22"
"500070029001062",1,"5"
"500070029001063",12,"27"
"500070029001064",8,"10"
"500070029001065",NULL,"0"
"500070029001066",4,"5"
"500070029001067",9,"14"
"500070029001068",16,"31"
"500070029001069",NULL,"0"
"500070029001070",1,"3"
"500070029001071",31,"44"
"500070029001072",1,"0"
"500070029001073",NULL,"0"
"500070029001074",NULL,"0"
"500070029001075",3,"5"
"500070029001076",1,"1"
"500070029001077",6,"10"
"500070029001078",NULL,"0"
"500070029001079",NULL,"0"
"500070029001080",7,"12"
"500070029001081",17,"32"
"500070029001082",20,"29"
"500070029001083",2,"2"
"500070029001084",4,"6"
"500070029001085",6,"9"
"500070029001086",4,"6"
"500070029001087",32,"42"
"500070029001088",NULL,"0"
"500070029001089",12,"20"
"500070029001090",1,"2"
"500070029001091",3,"7"
"500070029001092",3,"4"
"500070029001093",4,"11"
"500070029001094",5,"5"
"500070029002000",1,"2"
"500070029002001",7,"8"
"500070029002002",3,"3"
"500070029002003",244,"338"
"500070029002004",3,"7"
"500070029002005",9,"9"
"500070029002006",3,"3"
"500070029002007",4,"4"
"500070029002008",4,"4"
"500070029002009",NULL,"1"
"500070029002010",5,"10"
"500070029002011",51,"56"
"500070029002012",17,"26"
"500070029002013",8,"18"
"500070029002014",34,"42"
"500070029002015",3,"5"
"500070029002016",7,"8"
"500070029002017",51,"74"
"500070029002018",3,"3"
